country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted
HUN,1997-Q3,200086.4,143635.9,40898,49536.4,48979.1
HUN,1997-Q4,201734.7,144794.3,41408.2,51888,51401
HUN,1998-Q1,203363.3,145890,43154.7,53288.2,54757.3
HUN,1998-Q2,206511.8,146855.2,44377.9,54659.9,57702.7
HUN,1998-Q3,208416.8,148157,46489.6,55673,60443.9
HUN,1998-Q4,208468.7,150253.8,45329.3,56352.3,60357.4
HUN,1999-Q1,208519.7,152893.1,46950.9,57409.5,61100.5
HUN,1999-Q2,210798.6,154851.7,48377.2,58906.8,64479
HUN,1999-Q3,214785.8,156515.8,49141.5,62409.4,67725.5
HUN,1999-Q4,217238.1,156929.8,49217.5,67086,70718.3
HUN,2000-Q1,219095.7,157124.3,50114.1,71002.4,74817.6
HUN,2000-Q2,221179.6,158045,51185.5,74233,76392
HUN,2000-Q3,223163,159615.5,51219.5,77646.4,83334.6
HUN,2000-Q4,227366.3,168011.3,52770.2,84198.2,90599.4
HUN,2001-Q1,228935.4,163331.5,51775.4,83248.1,86840
HUN,2001-Q2,230777.3,167472.09999999998,52490.4,83291.2,86310.6
HUN,2001-Q3,232814.3,168560.2,52853.4,83695.6,83671.2
HUN,2001-Q4,234551.6,172034.6,53713.6,83694.9,87196
HUN,2002-Q1,239941.3,174206.1,56537.1,87991.3,92803.2
HUN,2002-Q2,241213.9,176688.7,56087.3,89634,92367.3
HUN,2002-Q3,243395.5,181367,56636,88380.8,91832.6
HUN,2002-Q4,246324.9,185171.8,57771.1,86832.7,96846
HUN,2003-Q1,247940,189667.1,54506.5,88748.9,96709.7
HUN,2003-Q2,250579,191023.8,56917.1,90008,99704.5
HUN,2003-Q3,253549.1,193684.40000000002,57550.5,95342,105059.7
HUN,2003-Q4,256080.4,194781.1,60679.6,100606.1,107841.3
HUN,2004-Q1,260311.7,190204,61707.7,105382.8,111251.1
HUN,2004-Q2,263118.9,196322.59999999998,61321.6,110008.8,124162.5
HUN,2004-Q3,266244.7,198283,62826.9,111536.5,124521.3
HUN,2004-Q4,267230.3,196860.1,62021,115423.8,123483.1
HUN,2005-Q1,269786.3,197591.90000000002,61796.8,116785.3,122292
HUN,2005-Q2,275240.8,200844.7,64785.8,124511.6,130721.7
HUN,2005-Q3,277218.6,201105.69999999998,65398.2,126768.6,134481.9
HUN,2005-Q4,280302.3,203032,64858.4,130830.5,134459.9
HUN,2006-Q1,282403.7,210230,66341,140445.8,144765.8
HUN,2006-Q2,286516.3,203225.59999999998,64240.6,145286.5,145599
HUN,2006-Q3,288062.9,203101.6,64673.1,149941.1,151657.5
HUN,2006-Q4,290823.2,202682.5,63481.5,160653.5,158680.3
HUN,2007-Q1,287247.8,203063.1,68369.7,167090.6,165609.8
HUN,2007-Q2,287021.8,202672,67245,170067.5,167806.8
HUN,2007-Q3,288447.3,203237.1,66856.8,175787.9,174573.6
HUN,2007-Q4,289372.1,205556.09999999998,68178.6,179650.8,176994.2
HUN,2008-Q1,292386,205949.1,69049.3,193518.5,188647.2
HUN,2008-Q2,293842.8,205375.8,68207.9,188543.1,188063
HUN,2008-Q3,293127.9,204276.2,68455.1,183634.2,182320.7
HUN,2008-Q4,282801.3,198468.4,68143.8,173293.4,166200.7
HUN,2009-Q1,270887.7,196385.2,63383.9,158852,149345.9
HUN,2009-Q2,271028,195378,63285.7,160335,148484.9
HUN,2009-Q3,270880.2,191862.09999999998,61031.8,166967,158784.7
HUN,2009-Q4,270655.7,194196.4,61174.4,173637.2,165614.1
HUN,2010-Q1,271045,193087,57230.5,174593.6,161678.6
HUN,2010-Q2,273169.2,191537.8,57070.3,181721.2,167523.1
HUN,2010-Q3,275225.1,193300.5,56409.7,185760.5,176048.8
HUN,2010-Q4,274962.4,191108.7,54606.8,191068.4,177888.9
HUN,2011-Q1,278309,192360.6,57207.7,196154.2,179957.5
HUN,2011-Q2,277806.8,193260.8,55182.7,192462.8,175774
HUN,2011-Q3,278113.5,194759.7,54741,194270.2,177958.8
HUN,2011-Q4,281262.6,192609.3,55253.8,197280.1,177251.3
HUN,2012-Q1,277414.8,191014.59999999998,55192.8,194180.6,176256.9
HUN,2012-Q2,274843.1,189606.2,53231.5,192542.8,170588.6
HUN,2012-Q3,275496.7,188959.9,53686.1,191769.6,171533.3
HUN,2012-Q4,274846.4,190767.7,53626.1,188399.7,170575.2
HUN,2013-Q1,276593.9,191235.5,54520.1,192330.4,173028.5
HUN,2013-Q2,279188.4,191983.3,57848.8,197185.1,179127.1
HUN,2013-Q3,283501.5,192552.09999999998,60870.5,202924.5,179374.7
HUN,2013-Q4,285807.9,193530,64101.2,205732.2,186029.7
HUN,2014-Q1,288556.2,195620.2,66118.3,213120.8,192254.6
HUN,2014-Q2,292333.1,198796.8,66448.6,215527.2,200484.6
HUN,2014-Q3,295114,199030.3,67697.6,221106,200794
HUN,2014-Q4,296731.3,201550.3,66500.8,221866.6,202156.9
HUN,2015-Q1,301505.3,202634.80000000002,64932,228398.9,201537
HUN,2015-Q2,301892.2,203649.5,70740.2,229504.6,209159.4
HUN,2015-Q3,304195.5,206233.6,69150.6,235934.2,212623.8
HUN,2015-Q4,307425.3,208445.4,74867.5,241958.3,217495.2
HUN,2016-Q1,306754.6,210617.9,60189,234924.4,211507
HUN,2016-Q2,310525.2,211719.1,60035.3,246052.7,220166.6
HUN,2016-Q3,312148.1,212842.1,64309.7,246356.4,219094.7
HUN,2016-Q4,314977.5,214660.3,66174.4,244043.5,219023.2
HUN,2017-Q1,318758.4,217332.5,71870.6,255028.1,234379.1
HUN,2017-Q2,322614.7,220773,74525.6,258074.5,233144.9
HUN,2017-Q3,325629.3,223905,76039.8,259874.9,237236.1
HUN,2017-Q4,330465.6,227303.19999999998,77699.8,261342.2,238258.2
HUN,2018-Q1,336860.4,228351.5,80706.3,265861.2,245700.7
HUN,2018-Q2,339918.7,230404.3,86355.1,274585.1,254168.7
HUN,2018-Q3,345056.5,232307.40000000002,89906.8,266730.5,252055.2
HUN,2018-Q4,348873.8,234257.6,92472.5,278760.6,256952.6
HUN,2019-Q1,356126.2,238273.9,98106.8,282915,266007.4
HUN,2019-Q2,357244.4,242202.1,99346.5,284369.6,268694.5
HUN,2019-Q3,362242.2,245189.4,101344.6,292872.4,280847.9
HUN,2019-Q4,364659.6,249774.3,95184.4,285040.3,275917.6
HUN,2020-Q1,363641.4,249952.4,93235.3,282366.9,274004.2
HUN,2020-Q2,310849.9,233674,88261.4,216777.6,226007.2
HUN,2020-Q3,347380.4,244529.9,87627,281328.8,268236.2
HUN,2020-Q4,353606,247550.7,94910.2,294354.6,283884.8
HUN,2021-Q1,358209.3,243996.1,91541,290265.9,278227.4
HUN,2021-Q2,365930.9,251531.5,96688.9,290698.5,284157.2
HUN,2021-Q3,370387.4,258989.1,98634.4,286630.8,282779.9
HUN,2021-Q4,379721.4,263467.3,98763.5,295802.9,288078.7
HUN,2022-Q1,384417.9,269846.5,97924.4,313668.3,307288
HUN,2022-Q2,387763.1,271355.7,99243.8,318414.1,311434.5
HUN,2022-Q3,383464,270046.6,96812.5,325307.9,318024.7
HUN,2022-Q4,380016.4,268353.7,89962.8,330375.8,320247.5
HUN,2023-Q1,379215.4,265635.3,92361.6,358978,339665.6
HUN,2023-Q2,378988.1,267388.7,90392.9,370450.2,330175
HUN,2023-Q3,384109,268697.8,88012.6,389191,344963
HUN,2023-Q4,383206.2,270381.9,87263.5,393436.8,346544
HUN,2024-Q1,384259.5,274185.5,85047.1,379112.2,328599.8
HUN,2024-Q2,383915.5,275260.80000000005,80499.7,374658.4,332408.2
HUN,2024-Q3,382426.9,278074.2,78621.9,374797.4,326716.9
HUN,2024-Q4,383749.8,281167.69999999995,78379.7,370193.3,320702.9
IDN,1990-Q1,796208.4,511358,194092.9,119155.1,102983.8
IDN,1990-Q2,815837,536083.3,163855.2,126204.6,105280.7
IDN,1990-Q3,824036.8,533871.9,383242.2,132955.6,124618.1
IDN,1990-Q4,835016,464288,335268.3,117308.9,138239.3
IDN,1991-Q1,864817.6,560801.5,287945.5,127812.4,133325.9
IDN,1991-Q2,886922.2,554777.5,277229.5,159152.5,136790.9
IDN,1991-Q3,898804.6,556716.8,281481.7,159630.7,141018.4
IDN,1991-Q4,912588.3,564538.8,317222.3,159652.6,148667.1
IDN,1992-Q1,922547.9,548993.3,278252,151247.9,132864.3
IDN,1992-Q2,934454.6,572273.5,303458.7,150588.4,148843.9
IDN,1992-Q3,966868.4,590358.8,311709.4,173464.3,156440.8
IDN,1992-Q4,971724.9,618712,337439.6,210127.9,163034
IDN,1993-Q1,990401,624620.8,292062.9,163085.6,167075.8
IDN,1993-Q2,1001752.5,640283.6000000001,288157.7,158031.2,163777
IDN,1993-Q3,1035407.3,691992.5,315122.7,167746.6,178611.8
IDN,1993-Q4,1069991.2,751126.7999999999,347600.6,174657.8,190510.4
IDN,1994-Q1,1079769.1,668801.7999999999,313790.4,155768.3,194379.9
IDN,1994-Q2,1109378.1,695850.8,354197.7,181325.3,198371.7
IDN,1994-Q3,1108964.4,754662.5,359907.1,190691.8,216292.8
IDN,1994-Q4,1108394.5,777351.3,386024.5,201697.7,232992.2
IDN,1995-Q1,1167920,807711.7999999999,378225.6,175664,241487.5
IDN,1995-Q2,1191718.7,808848.8,384401,187643,261409
IDN,1995-Q3,1196354.1,786282.3999999999,426061.8,214531.8,268990.7
IDN,1995-Q4,1212734.5,809762.1,423107.5,207969.6,246463.4
IDN,1996-Q1,1233198.3,878125.5,406462.7,193869.8,250661.5
IDN,1996-Q2,1272864.9,868950.2999999999,432492.6,211019.8,289557.8
IDN,1996-Q3,1296694.4,864539,516582.9,216810.4,278942.5
IDN,1996-Q4,1338788.5,882508.2999999999,490200.1,223514.8,269096.1
IDN,1997-Q1,1322038.8,904840.8999999999,489830.1,187765.6,282415.5
IDN,1997-Q2,1339348.7,909837,508362.3,217720.4,296613.6
IDN,1997-Q3,1364409.2,930687.5,520356.1,238600.5,300897.4
IDN,1997-Q4,1357397.2,987120.9,485332.6,267054.9,368479.3
IDN,1998-Q1,1257530.6,881588.5,413065.5,295856.9,348471.2
IDN,1998-Q2,1158952.9,871819,330142.6,265230.5,322417.3
IDN,1998-Q3,1146039.3,846896.9,321233.7,292723.2,314061.4
IDN,1998-Q4,1114032.6,860537.3,277995.3,159225.4,197413.4
IDN,1999-Q1,1176949.6,895824.6,268243,166462.2,165221
IDN,1999-Q2,1176302.5,910342.7,261958.6,165889.1,177987.6
IDN,1999-Q3,1179518.7,904332.5,270075.9,179649,178608.3
IDN,1999-Q4,1180783.3,895693.2,297897.1,178839.8,179617.4
IDN,2000-Q1,1217948,906435.8,294290.5,190979.6,177352
IDN,2000-Q2,1210945.8,922568.6,320572.4,220540.7,192459.6
IDN,2000-Q3,1240449.3,921839.7,327856.5,227623.7,229849.2
IDN,2000-Q4,1276119.9,931256.7999999999,339259.4,234664.5,283683.1
IDN,2001-Q1,1267026.3,940441.6,349464.6,227221.2,246997.2
IDN,2001-Q2,1279986.6,950804.7999999999,356264,228167.2,253821.8
IDN,2001-Q3,1280252.1,962510.7,326983.9,214970.7,217075.4
IDN,2001-Q4,1298384.3,973619.4,332498.5,209085.3,202372.2
IDN,2002-Q1,1314212.9,987044.6000000001,340543.5,215473.9,212261.3
IDN,2002-Q2,1331106.2,998283,351571.6,214464.1,214108.3
IDN,2002-Q3,1348191.3,1009052.5,362741.3,220064.6,223561.1
IDN,2002-Q4,1362766.3,1020031.5,374443.4,218739.6,231229.6
IDN,2003-Q1,1380551.9,1028939.4,346591.5,229629.4,222810.5
IDN,2003-Q2,1396205.5,1041904.3,353012.4,235332.6,213690.7
IDN,2003-Q3,1410832,1055202.2,363749.6,225540.4,223884.9
IDN,2003-Q4,1424737.1,1075119.5999999999,374526.8,229377.3,234553.1
IDN,2004-Q1,1441477.6,1092672.8,386129.7,237250,262441.4
IDN,2004-Q2,1458716.3,1098373.9,398605.1,248945.2,269992.4
IDN,2004-Q3,1476466.4,1103024.2,427196.9,275983.6,293461
IDN,2004-Q4,1518015.2,1110439.5,437076.8,282145,307575.2
IDN,2005-Q1,1530326.6,1120418.4000000001,447697.4,289621.1,320798.5
IDN,2005-Q2,1547852,1128602.2,461757.2,294142.2,333723.2
IDN,2005-Q3,1564907.8,1167627.9,470725.8,309887.8,345542.3
IDN,2005-Q4,1587147.7,1177219.2,448357.7,324044.3,334811.8
IDN,2006-Q1,1608117.4,1175473,456358.4,323518.5,336354.5
IDN,2006-Q2,1628649.7,1189260.3,466305.4,327587.4,364602.6
IDN,2006-Q3,1654901.8,1199290,473498.1,336424.7,383034.8
IDN,2006-Q4,1681287.3,1214603.4000000001,479861,344695.4,365451.9
IDN,2007-Q1,1708631.1,1228104.2000000002,490110.2,351165,364961.7
IDN,2007-Q2,1737108.9,1243632.5,503869.3,361123,388393.5
IDN,2007-Q3,1764495.5,1260172.8,518235.2,362274.5,409759.3
IDN,2007-Q4,1779776.3,1278583.4000000001,538727,371475.4,417710.6
IDN,2008-Q1,1819388.6,1308554.7000000002,561072.9,408616.9,448709.2
IDN,2008-Q2,1846293.7,1317766.4,570689.5,401806.8,446399.3
IDN,2008-Q3,1870759.8,1340659.8,577471.8,393036,432509.7
IDN,2008-Q4,1873928.3,1345996.3,585485,380435.8,411329.9
IDN,2009-Q1,1899485,1387275.9000000001,589992.7,365937.7,387169.6
IDN,2009-Q2,1923531.3,1394465.9000000001,591262.7,379916.8,383486.3
IDN,2009-Q3,1953504.3,1397846.5,599476.4,394931,395525.1
IDN,2009-Q4,1982268.2,1432784.3,604052.1,410710.4,411491.3
IDN,2010-Q1,2014297,1428723.3,615216.7,432697.4,437112.9
IDN,2010-Q2,2048232.8,1446335.5999999999,630990.5,434168.7,452693.6
IDN,2010-Q3,2078887.4,1471383.5,641630.3,443381.7,463094.3
IDN,2010-Q4,2112198.2,1494967.8,656558.2,478263.5,486422.9
IDN,2011-Q1,2142931.8,1500177.7,672493.6,487125.4,502573.2
IDN,2011-Q2,2173954.3,1518212.2000000002,684112.8,513922.5,514850.3
IDN,2011-Q3,2206941,1550948.8,698373,529864.3,547698.8
IDN,2011-Q4,2239018.5,1571683.7999999998,714839.8,521760.7,550631.3
IDN,2012-Q1,2272966.1,1586042.7000000002,731311.3,521760.1,559894.1
IDN,2012-Q2,2306661.2,1623299.4000000001,748971.4,522191.4,580052.6
IDN,2012-Q3,2339479.5,1616889.0999999999,764597.9,521246.8,560599.4
IDN,2012-Q4,2372142.8,1644345.0999999999,777687,520497.1,584434
IDN,2013-Q1,2404727.3,1667943.3,782887.4,533720.4,573234.6
IDN,2013-Q2,2436087.5,1705886.1,789502.2,539537.6,582546.9
IDN,2013-Q3,2467664.1,1721537.3,797471.1,535550.2,590135.2
IDN,2013-Q4,2499109.9,1741971.9,804145.8,563797.2,581607.4
IDN,2014-Q1,2528966.8,1759733.5999999999,815303.5,548256.3,596826.8
IDN,2014-Q2,2559973.6,1778585.9000000001,825412.7,548313.5,596259.4
IDN,2014-Q3,2590044.6,1798443.7000000002,832952.5,552327.3,590004.3
IDN,2014-Q4,2619637.3,1819137.1,841552.5,547056.1,593770.3
IDN,2015-Q1,2651866.7,1839982.0999999999,853458,544488.1,572924.6
IDN,2015-Q2,2682597.4,1858721.1,864751.7,539677.9,559560.4
IDN,2015-Q3,2715778,1892960.1,876043.5,542607.9,555187
IDN,2015-Q4,2750574.2,1915628.4,887042,522619.7,540658.4
IDN,2016-Q1,2783425,1925748.5,895496.1,521103.5,539258.3
IDN,2016-Q2,2819221.3,1953906.5,903646.9,533393.4,548988.2
IDN,2016-Q3,2853648.5,1963296.0999999999,913078.3,515114,532459.3
IDN,2016-Q4,2888134.1,1985782.5999999999,924796.8,544091.8,554030.8
IDN,2017-Q1,2924758.3,2014284.8,939107.5,560316.6,563622.5
IDN,2017-Q2,2960466.2,2031579,956699.3,560947,566239.4
IDN,2017-Q3,2998054.7,2057295,973759.7,587745.8,601695.6
IDN,2017-Q4,3036288,2084068.4,991272.6,592755.6,618635.6
IDN,2018-Q1,3074718.9,2108378.8,1008314,605104.9,649773.5
IDN,2018-Q2,3114062,2136914.5,1022567.3,612070.9,660036.1
IDN,2018-Q3,3153667.1,2165081.4,1037194,617357,667580.5
IDN,2018-Q4,3193872.2,2193860.8000000003,1050507.5,617172.6,658022.8
IDN,2019-Q1,3233783.4,2223047.3,1063059.6,608747.2,627120.6
IDN,2019-Q2,3273783,2263896.3,1072969.9,603631.7,612735
IDN,2019-Q3,3311553.5,2256661.1,1081961.9,616626.9,611242.2
IDN,2019-Q4,3346434.4,2282324.4,1083966.4,611004.5,596490.8
IDN,2020-Q1,3325872.1,2287469.6,1075323.4,604677.1,562644.1
IDN,2020-Q2,3098888.1,2141009.7,979203.2,511382.8,462397.9
IDN,2020-Q3,3199021.8,2207648.3,1008086.6,545060.9,480303.7
IDN,2020-Q4,3269836.1,2207559.2,1025921.7,573493.9,511346.1
IDN,2021-Q1,3303704.8,2238262,1046838.5,619052.4,580676.1
IDN,2021-Q2,3320769.1,2256891.3000000003,1056978.8,645963.1,614329
IDN,2021-Q3,3328490.8,2251553,1062532.4,666825,630783
IDN,2021-Q4,3418089.4,2302327.2,1077679,704787.9,692220.6
IDN,2022-Q1,3458323.5,2296556.3,1090671.4,721074.4,695721.8
IDN,2022-Q2,3498945.7,2328941.9,1096771.1,767718.6,719919.2
IDN,2022-Q3,3539080.1,2364748.3000000003,1105925.9,790680.5,757279.2
IDN,2022-Q4,3584333,2385510.6999999997,1114904.5,785120.1,722681.2
IDN,2023-Q1,3627867.5,2398206.5,1123829.9,788866.4,723481.4
IDN,2023-Q2,3675475.3,2459081.6999999997,1137313.2,761713.9,705443.9
IDN,2023-Q3,3721461.6,2461039.8,1149717.8,767526.4,699903.2
IDN,2023-Q4,3766814.8,2496404.8,1163202.6,787678.2,720381.5
IDN,2024-Q1,3814764,2566097.1999999997,1177530.9,798479.9,740618.8
IDN,2024-Q2,3858935.9,2568159.3000000003,1187452.6,815621.3,749610.6
IDN,2024-Q3,3906842.6,2582573.5,1203288.6,836090.7,785820.9
IDN,2024-Q4,3955146.2,2618674.7,1216809.4,857922.7,799643.6
IND,1996-Q2,2206515.1,1717924.8,436343.6,206482.8,196096
IND,1996-Q3,2217304.5,1709609.5,448697.5,294908.4,233665.6
IND,1996-Q4,2252461.5,1727766.4,457016.9,224203.7,231298.2
IND,1997-Q1,2269408.2,1768735.4,471223.8,217280,239889.1
IND,1997-Q2,2278709.3,1753219.2999999998,469186.7,216713.1,233139.5
IND,1997-Q3,2305890.5,1789723.8,474215.1,231609.2,229501.7
IND,1997-Q4,2342804.5,1803973.2000000002,487910.6,230738.6,254460.3
IND,1998-Q1,2380993.9,1872641.2,490915.2,241861.6,302779.6
IND,1998-Q2,2412202.5,2001654.5,500385.4,205843.5,336378.8
IND,1998-Q3,2455977.8,1988212.5,509927.8,283093.1,311767.5
IND,1998-Q4,2488168.6,1770212.5999999999,522012.6,275577.8,299226.1
IND,1999-Q1,2528580.2,1996667.7999999998,532040.9,284274.8,285106.5
IND,1999-Q2,2593874,2053823.7,559738.5,293781.8,290952.9
IND,1999-Q3,2626176.3,2071973.0999999999,571058.4,292243.7,314020.7
IND,1999-Q4,2669528.2,2105784,572682.7,312197.2,338934.7
IND,2000-Q1,2725575.6,2092402.7000000002,592314.6,339339.3,374757.3
IND,2000-Q2,2729252.6,2092529.1,578833.5,341368.2,321757.9
IND,2000-Q3,2765488.7,2132111.5,577739.3,353617.8,341743.7
IND,2000-Q4,2766647.2,2142647.8,572348.2,383146.8,359024.7
IND,2001-Q1,2781605.4,2204956.5,566692.1,384090.2,355734.3
IND,2001-Q2,2839501,2221550.5,603609.2,387504.8,358960.2
IND,2001-Q3,2874621.6,2236940.9,599734.9,368600.4,359044.6
IND,2001-Q4,2940619.6,2286732.4,624657.4,376019.3,345267.4
IND,2002-Q1,2964353.2,2281047.3,636772.1,393113.4,353371.9
IND,2002-Q2,2982843.7,2259014,633744.3,449947.1,362399.5
IND,2002-Q3,3000548.8,2285760.8,649854.6,465219.9,383859.3
IND,2002-Q4,3002896.4,2325803.9,673245,464194.6,402232.1
IND,2003-Q1,3070494.5,2364417.3,675425.3,467472.7,442308
IND,2003-Q2,3148276.2,2376791,702248.2,457603.5,426903
IND,2003-Q3,3231142.4,2455950.6,743464.2,492979.9,432535.9
IND,2003-Q4,3337227.5,2449240,751149.2,519902.6,451727.6
IND,2004-Q1,3349391.4,2447723.4,793763.3,553316,499431.5
IND,2004-Q2,3429045.7,2376557.9,853262.5,547251.3,459373.3
IND,2004-Q3,3511261.8,2445205.9,885234.2,561041.1,566196.2
IND,2004-Q4,3579261.3,2522019.6999999997,907233.1,627200,641923.6
IND,2005-Q1,3641933.2,2724624.1,943140.6,709733.6,649872.3
IND,2005-Q2,3757269.5,2582604.3,986130.7,705810.1,729488.5
IND,2005-Q3,3809548.7,2687345.3,1022920.8,712030.5,727355.2
IND,2005-Q4,3905850.6,2776736.5999999996,1062094,800999.1,788569.3
IND,2006-Q1,4003714.5,2896110.6,1098883.1,863948.6,827127.4
IND,2006-Q2,4061223.1,2887056.6999999997,1110353.5,893331.8,903790.6
IND,2006-Q3,4195365.2,2857146.5999999996,1140079.4,951573.4,956668.3
IND,2006-Q4,4267160,2940740.1,1220526.6,897232.4,929348.8
IND,2007-Q1,4386358.7,3102716.3,1275246.9,968167.7,942731
IND,2007-Q2,4496901.4,3098191.4,1315562.4,917150.5,920835.1
IND,2007-Q3,4577597.3,3103772.6,1358547.5,950678.4,968108.2
IND,2007-Q4,4732177.4,3218432.3000000003,1409522.8,1017939.8,1040251.7
IND,2008-Q1,4760849.8,3474348,1431589.2,1044410.2,1183797.9
IND,2008-Q2,4810546.5,3341378.8000000003,1488793.3,1175052.8,1234334.4
IND,2008-Q3,4852409.8,3310563.9000000004,1480585.6,1217314.1,1417819.2
IND,2008-Q4,4858357.5,3631987.7,1440425.2,1107287.7,1297321.5
IND,2009-Q1,4768665.6,3603924.5,1298850,1004227.6,1097725.1
IND,2009-Q2,5045422.6,3596851.1,1456535.6,1055938.6,1127207.8
IND,2009-Q3,5174276.9,3665851.5999999996,1530228,1064492.5,1184408.6
IND,2009-Q4,5284319.7,3908253.4000000004,1542914.7,1071487.7,1298575.9
IND,2010-Q1,5421721.4,3885928.3,1616608.7,1100936.1,1329193
IND,2010-Q2,5551981.8,3904488.9000000004,1632211.8,1149717.2,1399377.5
IND,2010-Q3,5716097.3,3985299.6999999997,1693699.5,1184131,1397508.4
IND,2010-Q4,5848771.8,4164142,1765641.3,1358663.2,1421763.2
IND,2011-Q1,5955841.7,4237238.7,1730536.7,1442447,1491709.2
IND,2011-Q2,6028005.4,4437778.2,1774813.1,1429209.2,1639156.8
IND,2011-Q3,6027773.5,4339300.100000001,1812820.9,1408773,1631078.9
IND,2011-Q4,6125959.5,4323043.6,1858432.5,1519367.9,1817670.6
IND,2012-Q1,6210545.7,4676113.5,1901982.5,1496722.2,1826003.8
IND,2012-Q2,6282460.7,4486581.6,1919367,1498153.9,1725501.4
IND,2012-Q3,6395167.9,4747555.600000001,1915151.2,1799968.1,1897853.5
IND,2012-Q4,6471070,4556418,1914141.2,1451688.8,1873966.2
IND,2013-Q1,6574525.3,4815619.8,1962315.9,1502659.6,1832930.6
IND,2013-Q2,6666819.5,4912522,1952451.3,1549477,1673673.7
IND,2013-Q3,6773563.3,4967046,1943339,1775846.1,1742898.3
IND,2013-Q4,6922657.6,4876531.5,1967492.4,1688985.9,1610474.1
IND,2014-Q1,7002892,5010328.6,1968122.9,1725378.3,1706097.9
IND,2014-Q2,7163234.5,5220837.2,1993808.7,1750419,1688546.4
IND,2014-Q3,7294020.6,5386605.7,2030538.3,1719085.3,1735563
IND,2014-Q4,7405907.4,5189162.2,1984650.5,1745131.6,1732952.6
IND,2015-Q1,7530643.7,5269014.1,2026279,1644855.4,1634743.2
IND,2015-Q2,7691930.7,5574167.2,2055385,1635480.1,1591025.8
IND,2015-Q3,7833941.2,5775884.5,2111949.4,1636939.9,1672577.8
IND,2015-Q4,7993169.2,5643078.899999999,2183844.5,1592391.6,1564107.8
IND,2016-Q1,8225165.8,5727690.2,2208868,1607318.4,1566770.1
IND,2016-Q2,8371651.5,5933729.4,2327827.4,1693308,1597520.3
IND,2016-Q3,8563492.9,6241778.5,2298786.6,1676859.9,1670817.1
IND,2016-Q4,8680280.8,6205521.5,2323874.3,1702810,1730179.6
IND,2017-Q1,8749687.8,6116468.899999999,2333605.2,1721739.6,1676164.1
IND,2017-Q2,8929803,6543293.9,2358276,1760712.6,1944737.9
IND,2017-Q3,9076983.8,6567918.8,2462683.9,1754024.9,1847417.6
IND,2017-Q4,9247513.6,6523833.6,2532209.3,1779585.6,1974020.9
IND,2018-Q1,9446051.8,6597532.5,2655283.4,1810553.4,2071232.9
IND,2018-Q2,9569771.4,6956749.199999999,2689922.4,1925061.1,2047017.1
IND,2018-Q3,9703425.3,7101120.7,2796113.6,1966262.6,2181739.3
IND,2018-Q4,9846333.7,6966900.1,2851927.2,2049501.4,2213025.4
IND,2019-Q1,9949414.6,7051712.7,2791743.2,2011796.1,2087098.3
IND,2019-Q2,10082220,7350849.3,2902168.8,1978769.5,2235172.5
IND,2019-Q3,10147642.9,7506172.6,2798307.9,1926845.4,2133453
IND,2019-Q4,10165508.7,7350831.4,2811732,1944498.8,2056173.4
IND,2020-Q1,10186096.9,7266836,2745131.1,1833313,2032527.7
IND,2020-Q2,7865645.4,6067153.399999999,1678337.7,1515046.4,1334447.8
IND,2020-Q3,9641140.9,6717824.3,2751027.9,1853667,1778336.1
IND,2020-Q4,10294960.2,7405165.2,2962406.1,1828561.1,1974056.9
IND,2021-Q1,10435035.8,7929610.7,3066734.4,1951674.7,2302947.1
IND,2021-Q2,9681200.7,6894601.6,2791342.8,2225659.4,1936699.1
IND,2021-Q3,10597815.2,7569115.100000001,3140695.3,2319963.1,2255671.5
IND,2021-Q4,10801409.2,8024873.5,3110081.9,2339785.5,2368699
IND,2022-Q1,10861346.5,8392175.8,3248853,2379579.8,2461449.2
IND,2022-Q2,10956001.6,8084593.2,3241259.7,2585519.7,2402849.3
IND,2022-Q3,11186861.8,8122341,3297222.8,2513298.7,2571678.3
IND,2022-Q4,11349958.7,8164863,3347448.7,2529131.6,2436927.3
IND,2023-Q1,11640452.2,8673636.9,3443031.9,2593278,2415926.6
IND,2023-Q2,11981545.8,8592530.3,3521691.7,2422012.9,2836396
IND,2023-Q3,12227853.4,8568076.7,3639201,2635190.4,2939308.9
IND,2023-Q4,12449562.9,8583506.2,3673202.4,2604114.5,2712603.2
IND,2024-Q1,12622400.8,9259351.2,3665472.6,2784316.9,2690373.4
IND,2024-Q2,12787675.8,9140394.3,3766019.9,2632140.1,2792258.8
IND,2024-Q3,12972952.4,9124906.4,3866033.5,2714694.3,2969957.3
IND,2024-Q4,13222461.9,9280006.8,3881320.5,2878269.2,2656525.8
IRL,1960-Q1,28063.6,25865.5,3886.1,2920.6,4417.4
IRL,1960-Q2,28445.2,26044.4,4059.8,3083.9,4594.3
IRL,1960-Q3,28828.9,26224.2,4234.4,3248,4772.1
IRL,1960-Q4,29214.7,26405,4410,3413.1,4950.9
IRL,1961-Q1,29597.1,26584.7,4584.5,3576.1,5127.9
IRL,1961-Q2,29976.6,26762.5,4757.2,3738.5,5303.7
