country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,population,host,rank1,rank2,rank3,rank4,host_won,host_top4,year,qtr,q_index,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,population_yoy_log_4q,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,population_yoy_pct
IRL,2001-Q4,207223.9,126964.1,44953,171927.7,154052.3,3847198,0,0,0,0,0,0,0,2001,4,8008,3.996602071876332,6.7275582052189975,5.74578563399335,6.524057415063567,4.558147391611556,1.5101506963731026,4.077540879122754,6.959019742467576,5.9140633651329155,6.741578614395927,4.663627469630671,1.5216110890620804
IRL,2002-Q1,215229.7,127913.8,46701,191843,166760.8,3917203,0,0,0,0,0,0,0,2002,1,8009,5.890683023218379,6.306434393926352,1.2172021408710876,10.08917374624101,5.0083720324380465,1.8032787594787436,6.067641316121741,6.5095369458292085,1.2246401942084262,10.615687992988596,5.135911281755434,1.8196360052173064
IRL,2002-Q2,213160.8,128758.5,47269.4,176933.3,164079.1,3917203,0,0,0,0,0,0,0,2002,2,8010,3.849063905922989,4.625839353385786,1.1412598445280864,6.895863802621172,11.49525131206488,1.8032787594787436,3.9241000039003104,4.734500317233081,1.1477970598934295,7.139189334844742,12.182016456825618,1.8196360052173064
IRL,2002-Q3,219302.4,131022.2,49928.1,180935.7,161365.1,3917203,0,0,0,0,0,0,0,2002,3,8011,7.265028365568149,6.054119477868625,12.832346890264468,6.827377431237913,6.31393216248366,1.8032787594787436,7.535440213793598,6.24113624698257,13.692070171603454,7.065838712197081,6.517523083788146,1.8196360052173064
IRL,2002-Q4,221773.1,131004.3,48286.4,174389.1,151362.4,3917203,0,0,0,0,0,0,0,2002,4,8012,6.785493590471248,3.132577775740586,7.153244799660641,1.421496991676641,-1.761519373403786,1.8032787594787436,7.021004816529364,3.1821593663090564,7.415300424888227,1.431648303327493,-1.746095319576535,1.8196360052173064
IRL,2003-Q1,217441.7,133224.7,48212.5,170114.3,150311.7,3979853,0,0,0,0,0,0,0,2003,1,8013,1.0224938703601083,4.068057679197246,3.1852745812525285,-12.020676512516104,-10.384931227399896,1.5867005223508812,1.02773920142063,4.151936694867953,3.236547397272016,-11.326292854052532,-9.863888875563063,1.5993554584738057
IRL,2003-Q2,221011.5,133623.8,47725.8,171626.5,151083.2,3979853,0,0,0,0,0,0,0,2003,2,8014,3.6167925892121033,3.708983216727724,0.96089804897001585,-3.0452221359675846,-8.25179501685831,1.5867005223508812,3.682994246596949,3.778624323831048,0.9655294968838212,-2.9993223435045846,-7.920509071539272,1.5993554584738057
IRL,2003-Q3,222543,134283.8,52274.3,178330.7,158275.8,3979853,0,0,0,0,0,0,0,2003,3,8015,1.4668742084850803,2.4588696295653634,4.592088398901062,-1.4502027767568038,-1.933041858136875,1.5867005223508812,1.4776856067238775,2.4893491332003137,4.699157388324426,-1.439737984267342,-1.914478409519793,1.5993554584738057
IRL,2003-Q4,236864.1,135494.3,59301,191169.3,167594.7,3979853,0,0,0,0,0,0,0,2003,4,8016,6.583177181841826,3.3699425924352155,20.547622175759983,9.1870413350156,10.187160322162825,1.5867005223508812,6.804702644279215,3.427368414624543,22.810977832267465,9.6222757041581,10.724129638536397,1.5993554584738057
IRL,2004-Q1,233339.9,134749.9,54634.4,184634.9,156010.4,4045188,0,0,0,0,0,0,0,2004,1,8017,7.05654202154502,1.1383291323104672,12.504539745679644,8.190979755763728,3.7211533653485063,1.628314262181085,7.311477053389481,1.14483275248507,13.31998962924552,8.535790348018946,3.791255105224667,1.6416435481410918
IRL,2004-Q2,240814.1,138658.6,57325.8,189711,159275.2,4045188,0,0,0,0,0,0,0,2004,2,8018,8.581053017466367,3.69864078746982,18.327865198907567,10.018125751860296,5.280284524031487,1.628314262181085,8.959986245059648,3.767891648044741,20.114906402826136,10.537125676978798,5.422177978756082,1.6416435481410918
IRL,2004-Q3,238048.7,140051.6,57144.9,189774.9,161182.7,4045188,0,0,0,0,0,0,0,2004,3,8019,6.735493322676156,4.205545534413169,8.908529291075418,6.2198941199161695,1.8199423302881712,1.628314262181085,6.9675074030636885,4.295231442660996,9.31738923333263,6.417403172869274,1.8366042060757424,1.6416435481410918
IRL,2004-Q4,246670.6,141472.1,58584.2,193577.9,163050.8,4045188,0,0,0,0,0,0,0,2004,4,8020,4.056728440212076,4.317295148296196,-1.216113361355475,1.252059256214899,-2.748675594257577,1.628314262181085,4.140137741430627,4.41184610717944,-1.208748587713537,1.2599303340023793,-2.7112432553058174,1.6416435481410918
IRL,2005-Q1,249943.7,142711.8,60636.1,193257.4,168412.7,4133839,0,0,0,0,0,0,0,2005,1,8021,6.873950366448511,5.740674435033455,10.422670429057137,4.564261748069676,7.649484294748632,2.1678488607101087,7.115714029190889,5.908650024972184,10.98520346155536,4.6700271725443,7.949662330203644,2.191517427620182
IRL,2005-Q2,253612.3,145670.9,66519.4,198963.3,176235.1,4133839,0,0,0,0,0,0,0,2005,2,8022,5.178145642651799,4.933517096598017,14.874285027701006,4.761852405211364,10.118537542005512,2.1678488607101087,5.314555916783936,5.0572413106724,16.037456084345948,4.87704982842323,10.648173726983234,2.191517427620182
IRL,2005-Q3,250480.8,149854.9,70357.7,198457.8,188731.2,4133839,0,0,0,0,0,0,0,2005,3,8023,5.090699629280415,6.765656646198082,20.800208289355027,4.473785010450548,15.778527630539685,2.1678488607101087,5.2225027903954,6.999777224965653,23.121573403750805,4.575367975427724,17.09147445724635,2.191517427620182
IRL,2005-Q4,260130.3,150877.2,69676.5,208351.9,187641.5,4133839,0,0,0,0,0,0,0,2005,4,8024,5.312881597711616,6.4363736421439555,17.339806600722518,7.354846166336415,14.047141876572944,2.1678488607101087,5.456548125313665,6.648024592834911,18.93394464719156,7.632069569925082,15.081618734774692,2.191517427620182
IRL,2006-Q1,262522.7,151781.9,73071.5,206557.8,193451.9,4232929,0,0,0,0,0,0,0,2006,1,8025,4.910186198238442,6.161740999160692,18.654798857128263,6.6557297281411465,13.861138811606644,2.3687673254078945,5.032733371555276,6.355536122450989,20.508245088321985,6.882220292728758,14.867762348088933,2.39704545822903
IRL,2006-Q2,264687.4,155099.1,69725.5,208554.9,197983.5,4232929,0,0,0,0,0,0,0,2006,2,8026,4.274278407809362,6.27142996676362,4.707247007649151,4.708193032545971,11.636479477712314,2.3687673254078945,4.366941193309648,6.47226041714577,4.819796931421516,4.820788557487732,12.340560989269434,2.39704545822903
IRL,2006-Q3,266615.4,156331.4,70532.9,216912.2,195043.2,4232929,0,0,0,0,0,0,0,2006,3,8027,6.242489963659459,4.231062036986977,0.2487037322662644,8.89161803021068,3.28972919698085,2.3687673254078945,6.441451799898457,4.321847333654083,0.2490132565447611,9.298903847568615,3.3444390752562336,2.39704545822903
IRL,2006-Q4,270211.5,159437,72987.9,215731.8,201344.3,4232929,0,0,0,0,0,0,0,2006,4,8028,3.802232636024705,5.518259895334943,4.643057232354408,3.4807492413399643,7.048315052250587,2.3687673254078945,3.8754424225090345,5.6733555500764865,4.7525349292803165,3.542036333721943,7.302648934270928,2.39704545822903
IRL,2007-Q1,282164.2,163885.7,75706,227138.2,208548.9,4375842,0,0,0,0,0,0,0,2007,1,8029,7.2151616505243155,7.672461160553468,3.5419003687259476,9.497836642090896,7.5144643356905405,3.320477001106603,7.481829190390021,7.974468628999909,3.6053728197724233,9.96350658266114,7.804007094269938,3.376220106692074
IRL,2007-Q2,280733.2,164960.8,73755.4,230821.9,215038,4375842,0,0,0,0,0,0,0,2007,2,8030,5.885524507074891,6.164360245968581,5.618810836155141,10.144410154922843,8.263106280750954,3.320477001106603,6.062169940843409,6.358321872918649,5.779664541666962,10.676805004341784,8.614101680190522,3.376220106692074
IRL,2007-Q3,272642.2,166676.2,69379.8,228061.6,220550.8,4375842,0,0,0,0,0,0,0,2007,3,8031,2.23531423398029,6.4074895154263345,-1.6483508767539234,5.012310453271773,12.290698135050349,3.320477001106603,2.260484578160149,6.617224690625179,-1.634839911587349,5.140052057929423,13.07792324982362,3.376220106692074
IRL,2007-Q4,283794,167890.8,66177.7,237023.8,217369.4,4375842,0,0,0,0,0,0,0,2007,4,8032,4.904363716712723,5.166490818964675,-9.7950125797599,9.412458852337302,7.6581832428523455,3.320477001106603,5.02661803809239,5.302282406216863,-9.330587672751234,9.869662238019616,7.959053223756518,3.376220106692074
IRL,2008-Q1,275346.5,169759.59999999998,74525.6,223930.9,215797.4,4485070,0,0,0,0,0,0,0,2008,1,8033,-2.4458866455812966,3.521408497394418,-1.5714727018929509,-1.422112068233794,3.4166458444145675,2.4655144534852624,-2.416217223871775,3.584144315214788,-1.5591894962090125,-1.4120478193452302,3.475683640623384,2.496159596255998
IRL,2008-Q2,269803.8,167031,61969.5,220576.9,208901.4,4485070,0,0,0,0,0,0,0,2008,2,8034,-3.970972393152472,1.2471554014974018,-17.41118843571705,-4.5400030559545,-2.895238638505049,2.4655144534852624,-3.893162618457679,1.2549648158835414,-15.97971131605278,-4.438486989319468,-2.853728178275472,2.496159596255998
IRL,2008-Q3,269941.5,167374.8,61385.7,221771.5,205456,4485070,0,0,0,0,0,0,0,2008,3,8035,-0.9955044001126012,0.4182600970814576,-12.241884985722074,-2.7968195380902117,-7.089615475084976,2.4655144534852624,-0.9905656571139844,0.41913602541934214,-11.5222298132886,-2.758070626532483,-6.844137495760605,2.496159596255998
IRL,2008-Q4,256840.7,166909.7,54076.1,221805.8,206938.4,4485070,0,0,0,0,0,0,0,2008,4,8036,-9.979257449909795,-0.586082044879177,-20.1951234437864,-6.635833377534439,-4.917704597321659,2.4655144534852624,-9.497487614255409,-0.5843679343954356,-18.286522499270895,-6.420452292132694,-4.79874352139722,2.496159596255998
IRL,2009-Q1,256721.5,164951,54549.7,235551.6,213200.8,4533395,0,0,0,0,0,0,0,2009,1,8037,-7.003846480647624,-2.8734858495845117,-31.2030477799075,5.059247561423419,-1.210555992881801,1.0717003952766646,-6.7642043752145,-2.832593856253185,-26.804078061766702,5.189413341347726,-1.2032582412948467,1.0774636739225851
IRL,2009-Q2,257911.8,160716.4,52678.3,231949.4,205777.5,4533395,0,0,0,0,0,0,0,2009,2,8038,-4.507736217261993,-3.8538102880158576,-16.243872247819446,5.027285750878363,-1.50668823342599,1.0717003952766646,-4.407647334841092,-3.7804958361022822,-14.993182129918749,5.15579827262056,-1.4953944779690254,1.0774636739225851
IRL,2009-Q3,255832.8,159768.9,50969.3,229667,197909,4533395,0,0,0,0,0,0,0,2009,3,8039,-5.368116275557888,-4.650721297029925,-18.595341831622747,3.498286120198202,-3.742457000057264,1.0717003952766646,-5.226576869432831,-4.544232465102271,-16.968772857522186,3.5601959674710137,-3.6732925784596193,1.0774636739225851
IRL,2009-Q4,250692.4,159994.40000000002,50772.2,232172.3,206288.8,4533395,0,0,0,0,0,0,0,2009,4,8040,-2.4229358767243525,-4.231413299156728,-6.304335305240549,4.56775441766446,-0.31440357029062227,1.0717003952766646,-2.3938184251950823,-4.14313847547505,-6.109723149413515,4.673683014601071,-0.3139098398364015,1.0774636739225851
IRL,2010-Q1,256170.7,159821.2,42816.2,237298.7,196883.2,4554763,0,0,0,0,0,0,0,2010,1,8041,-0.21478205819569496,-3.159276973424774,-24.219567707642753,0.7389687393184019,-7.962378512368851,0.4702391700266873,-0.21455156658090055,-3.1098932410230873,-21.509742491709392,0.7417058512869446,-7.653629817524122,0.4713465294773566
IRL,2010-Q2,259465.2,158992.8,46392.7,248091.5,206759.5,4554763,0,0,0,0,0,0,0,2010,2,8042,0.6004923558057484,-1.078240287617227,-12.706148677435005,6.72783853019574,0.4760794085209241,0.4702391700266873,0.6022989254466093,-1.0724481135714892,-11.932047921060484,6.959319575735057,0.4772144670821543,0.4713465294773566
IRL,2010-Q3,261700.7,159246.5,42147.7,253635.5,210408.4,4554763,0,0,0,0,0,0,0,2010,3,8043,2.267737825050098,-0.327507992996523,-19.004337475238664,9.926776327001718,6.124307493264247,0.4702391700266873,2.2936464753542163,-0.32697227057330025,-17.30767344264097,10.436196754431414,6.315730967262723,0.4713465294773566
IRL,2010-Q4,259200.3,159480.5,46166.7,245630.9,214093.1,4554763,0,0,0,0,0,0,0,2010,4,8044,3.3374432297792467,-0.32171569237089415,-9.509020171656424,5.635023425586105,3.713383841109774,0.4702391700266873,3.393760640529986,-0.32119874195598586,-9.07090888320774,5.796815554654877,3.783191331764013,0.4713465294773566
IRL,2011-Q1,263836.2,160049.2,41219.6,256120.5,211630.5,4574888,0,0,0,0,0,0,0,2011,1,8045,2.9484436894984256,0.1425577600260297,-3.800266425776755,7.632835172939956,7.223116997739076,0.4408718930685396,2.9923406541028985,0.14265942190396785,-3.728962402081448,7.931691155493059,7.490380083216852,0.44184516296457144
IRL,2011-Q2,266451.4,159697,48599.2,255333,214010,4574888,0,0,0,0,0,0,0,2011,2,8046,2.6569273431132245,0.4419351646173908,4.646495059689748,2.877094585662654,3.4466460839855273,0.4408718930685396,2.6925383442558015,0.4429131382050144,4.756136202462891,2.9188827509205373,3.506731250559225,0.44184516296457144
IRL,2011-Q3,262892.5,157210.3,42607.5,253300.3,211195.2,4574888,0,0,0,0,0,0,0,2011,3,8047,0.45437190204911104,-1.2868916711617828,1.0850178180762171,-0.1322455620030638,0.37324202801229944,0.4408718930685396,0.45540573640039383,-1.278646626456481,1.0909254834783555,-0.13215815609408654,0.37393944348229624,0.44184516296457144
IRL,2011-Q4,258795.5,156945.2,46013.8,249943.1,213861.7,4574888,0,0,0,0,0,0,0,2011,4,8048,-0.15629473536424854,-1.6024957865523604,-0.3317407482590795,1.7403289266161082,-0.1081422722919001,0.4408718930685396,-0.15617265875077502,-1.589724135552617,-0.331191096612915,1.755560884237295,-0.108083819609317,0.44184516296457144
IRL,2012-Q1,258335.4,155142.09999999998,50439.7,245786.9,209064.1,4593697,0,0,0,0,0,0,0,2012,1,8049,-2.106971538604796,-3.113979683339174,20.18646920303873,-4.118313650899452,-1.220092597655409,0.4102928943980899,-2.0849299679119193,-3.065994706627728,22.368242292501627,-4.034663371342784,-1.2126796468372891,0.41113574802267294
IRL,2012-Q2,267778.7,155987.9,62460.9,250794.1,212530.9,4593697,0,0,0,0,0,0,0,2012,2,8050,0.4969030127870866,-2.349982968350872,25.093369110740586,-1.7936291827439277,-0.6935353344138306,0.4102928943980899,0.49813962321083594,-2.3225858970425284,28.52248596684721,-1.7776393963960802,-0.6911359282276597,0.41113574802267294
IRL,2012-Q3,261685.3,157309,48514.6,252212,209522.1,4593697,0,0,0,0,0,0,0,2012,3,8051,-0.4602566601452196,0.06276244620906368,12.98344894532999,-0.430573768973197,-0.7953601242375541,0.4102928943980899,-0.45919910229467176,0.06278214595354381,13.863991081382387,-0.42964812911788774,-0.7922055046705623,0.41113574802267294
IRL,2012-Q4,259339.5,156445.9,45951.5,257064.6,210908,4593697,0,0,0,0,0,0,0,2012,4,8052,0.2099839616661825,-0.31864365163212227,-0.13548590507515,2.809412321938609,-1.3907524987697428,0.4102928943980899,0.21020458238261153,-0.31813652153745986,-0.13539416435939255,2.849248488956091,-1.3811262138101466,0.41113574802267294
IRL,2013-Q1,259730.9,154134.7,48821.3,266693,221522.7,4614669,0,0,0,0,0,0,0,2013,1,8053,0.5387354379930542,-0.6514575699243963,-3.2611870377190044,8.163328377475487,5.788416379712302,0.4554996241582288,0.5401892268732889,-0.649340185545999,-3.20858371481193,8.505782854985355,5.959224945841979,0.4565386006086136
IRL,2013-Q2,265741.7,154249,46008.2,279660.8,230689.9,4614669,0,0,0,0,0,0,0,2013,2,8054,-0.763610875287668,-1.1210260356410373,-30.57211195009426,10.894515646391412,8.198699486282557,0.4554996241582288,-0.7607027743431471,-1.1147659530001963,-26.340798803731623,11.510119257191452,8.544169341963915,0.4565386006086136
IRL,2013-Q3,276269.6,156199.6,53280.3,282282.5,227234.3,4614669,0,0,0,0,0,0,0,2013,3,8055,5.423456377130265,-0.7077347356403862,9.370187327635904,11.263833886443564,8.115242070355144,0.4554996241582288,5.573220964265091,-0.7052361911905836,9.823228471429225,11.922707880671824,8.45361897384571,0.4565386006086136
IRL,2013-Q4,269047.5,157369.5,50137.2,283711.2,234086.1,4614669,0,0,0,0,0,0,0,2013,4,8056,3.674992979121328,0.5886280066318861,8.717675508567702,9.862940418090638,10.426697696430589,0.4554996241582288,3.743355717119834,0.590363825450213,9.10895182964646,10.365721301182653,10.989673222447705,0.4565386006086136
IRL,2014-Q1,284431.3,156913.3,57496.7,300093.4,246166.9,4645440,0,0,0,0,0,0,0,2014,1,8057,9.08456530989632,1.7866528081430744,16.356086181075824,11.79955754110118,10.54846938660372,0.6645950551856572,9.509996692730828,1.8027089292677043,17.769702978003444,12.523913263565234,11.124909546515994,0.6668083886406606
IRL,2014-Q2,293453.9,159445.9,55904.4,318439.7,258773.6,4645440,0,0,0,0,0,0,0,2014,2,8058,9.919577271163682,3.313649995338253,19.48234475770363,12.985569190215609,11.487916372913888,0.6645950551856572,10.42824667713047,3.3691628470849055,21.509643933038024,13.866405302423512,12.17378827594966,0.6668083886406606
IRL,2014-Q3,297927.1,159645.9,63882.9,330051.8,266059.3,4645440,0,0,0,0,0,0,0,2014,3,8059,7.547162516454975,2.182356107060457,18.14850630899958,15.634126929104577,15.773757250452114,0.6645950551856572,7.839262807055136,2.2063436782168377,19.89966272712429,16.922515565081085,17.085888882092192,0.6668083886406606
IRL,2014-Q4,296373.8,161420.7,59135.6,324886.3,273143.3,4645440,0,0,0,0,0,0,0,2014,4,8060,9.673355151377727,2.541745701818776,16.506986439405935,13.55184556077198,15.430756949450952,0.6645950551856572,10.156682370213431,2.574323487079777,17.947551917538274,14.513032971556994,16.68497189709255,0.6668083886406606
IRL,2015-Q1,364487.6,161258.4,72701.2,423287.7,308232.3,4687787,0,0,0,0,0,0,0,2015,1,8061,24.80007835335254,2.731462382815586,23.46303357410573,34.395833016323785,22.484395830106152,0.9074522797993368,28.146093626123413,2.769108800847353,26.44412635855624,41.051985815082894,25.212731687322695,0.9115821106289168
IRL,2015-Q2,357199,162838.9,87378,432248.2,334599.5,4687787,0,0,0,0,0,0,0,2015,2,8062,19.6572492361641,2.1056688779241384,44.66004456793815,30.55668281707007,25.698074608015276,0.9074522797993368,21.722355709022768,2.1279945109908827,56.29896752312877,35.73941942540455,29.30202308117984,0.9115821106289168
IRL,2015-Q3,368943.4,164436.4,85162.7,453963.1,347661.6,4687787,0,0,0,0,0,0,0,2015,3,8063,21.379441903567376,2.9565631653005298,28.75118246116095,31.87663053660703,26.751037661354715,0.9074522797993368,23.836804372613308,3.00070343178247,33.31063555348928,37.54298567679377,30.67071889612578,0.9115821106289168
IRL,2015-Q4,372325.4,165633.2,122877.1,465764.6,393696.7,4687787,0,0,0,0,0,0,0,2015,4,8064,22.814670764870822,2.5761704548632025,73.13515569333777,36.02050813142519,36.55842500041668,0.9074522797993368,25.6269616275123,2.6096405231794906,107.78870933921364,43.36233937842253,44.135587437070576,0.9115821106289168
IRL,2016-Q1,360114,169565.4,109747.2,469070.3,398211.5,4739597,0,0,0,0,0,0,0,2016,1,8065,-1.207188367714096,5.023064576874248,41.18216485082869,10.27005609049727,25.612955170166178,1.0991494906521737,-1.1999310813317066,5.151359557083546,50.95651791167133,10.815953310242657,29.192008754436195,1.1052123315329787
IRL,2016-Q2,357666.9,168670.6,122732.3,450635.5,395095.2,4739597,0,0,0,0,0,0,0,2016,2,8066,0.13090568925360202,3.5186331990612274,33.97620260296108,4.165884844069012,16.619245429043517,1.0991494906521737,0.13099140815064914,3.581269586075564,40.46132893863443,4.253875435455834,18.080032994669757,1.1052123315329787
IRL,2016-Q3,359579.2,169588.5,129567.8,476761.4,414497,4739597,0,0,0,0,0,0,0,2016,3,8067,-2.5708785863750805,3.085104514860326,41.96407517090304,4.900023889304528,17.583614403309866,1.0991494906521737,-2.538112892112998,3.133187055907327,52.14148917307695,5.022060163039699,19.224268656647748,1.1052123315329787
IRL,2016-Q4,393435.3,172927.2,153299.1,473421.6,420014.9,4739597,0,0,0,0,0,0,0,2016,4,8068,5.51484293819815,4.30949917352681,22.120624615859263,1.6305967135711086,6.470937094082707,1.0991494906521737,5.669744798501508,4.403706503285565,24.758071276096196,1.6439634957229554,6.684892202550841,1.1052123315329787
IRL,2017-Q1,390618.8,174082.5,91263.3,482308.2,358976.4,4810895,0,0,0,0,0,0,0,2017,1,8069,8.131150037618973,2.62906316666065,-18.443080383509702,2.7830678192874103,-10.372662300702553,1.4931026499295896,8.470873112403288,2.6639279003853433,-16.84225201189643,2.8221569346854825,-9.852829463739743,1.5043051128608598
IRL,2017-Q2,391832.6,173977.8,292294.3,498056.8,572179.9,4810895,0,0,0,0,0,0,0,2017,2,8070,9.123260142735036,3.0980004362271885,86.77556106557827,10.005531800701206,37.03267039007887,1.4931026499295896,9.55237960236184,3.146487888227112,138.155970351733,10.5232055619231,44.82076724799491,1.5043051128608598
IRL,2017-Q3,413520,177332.1,80666.7,516927,367780.3,4810895,0,0,0,0,0,0,0,2017,3,8071,13.977142200995374,4.464933130707394,-47.38784455459175,8.08855092144185,-11.957998789603684,1.4931026499295896,15.001090163168506,4.566111499305681,-37.74170743039552,8.424675319772113,-11.27069677223237,1.5043051128608598
IRL,2017-Q4,428302.4,179246.2,71423.8,577393.6,394689,4810895,0,0,0,0,0,0,0,2017,4,8072,8.491285567098217,3.5889583128732028,-76.37597678833892,19.85378595815739,-6.21920738259778,1.4931026499295896,8.862219531394366,3.6541388514935713,-53.40885889088716,21.96182007749541,-6.02976227748111,1.5043051128608598
IRL,2018-Q1,435482.2,182629.6,90813.4,519899.9,357354.9,4884896,0,0,0,0,0,0,0,2018,1,8073,10.87217745322704,4.7930733203195075,-0.49418834549292967,7.505296424851515,-0.45272425468798616,1.5264858111150303,11.485212693295876,4.909798515071873,-0.49296924393487096,7.794124172054295,-0.4517010031857227,1.5381961152758583
IRL,2018-Q2,433934.3,185713.5,95734.9,534866.2,388977.2,4884896,0,0,0,0,0,0,0,2018,2,8074,10.205843238619927,6.527745874831581,-111.61782581393282,7.130249541384259,-38.59327223457392,1.5264858111150303,10.744818067715656,6.745515807189206,-67.24708624150387,7.390602838872984,-32.018373941482395,1.5381961152758583
IRL,2018-Q3,439928.4,187332.1,103013.6,549616.1,404787.3,4884896,0,0,0,0,0,0,0,2018,3,8075,6.190610551027653,5.485873181188516,24.4535167636597,6.131836919852596,9.587599494589403,1.5264858111150303,6.386244921648299,5.639136963922486,27.70275714762103,6.323736233549404,10.0622572769667,1.5381961152758583
IRL,2018-Q4,442865.2,187981,197317.6,571337,507077.7,4884896,0,0,0,0,0,0,0,2018,4,8076,3.3435946646271475,4.758061407997083,101.6183466171924,-1.05449547916745,25.056613327414468,1.5264858111150303,3.4001210359783096,4.873074017747658,176.26309437470425,-1.0489551668047548,28.47525520093035,1.5381961152758583
IRL,2019-Q1,447105,189945.7,103288,579565.3,421817.7,4958471,0,0,0,0,0,0,0,2019,1,8077,2.6339543460924375,3.9278183860322,12.871435106108642,10.86420467342588,16.58438245609073,1.494943147814709,2.6689495001173347,4.005977125285276,13.736519059962514,11.476324577096486,18.03887395975261,1.5061733146417122
IRL,2019-Q2,455066.6,192227.6,316315.9,594391.4,652459.4,4958471,0,0,0,0,0,0,0,2019,2,8078,4.755064171331114,3.447492302673716,119.51584845058268,10.552140276793589,51.722818496322986,1.494943147814709,4.869930770625874,3.507607147568703,230.40813747128792,11.12898889479277,67.73718356757156,1.5061733146417122
IRL,2019-Q3,464422,193695.1,110582.2,609564.3,460156.1,4958471,0,0,0,0,0,0,0,2019,3,8079,5.41816352579616,3.340229566816255,7.089811746222452,10.35244051543298,12.82040357804668,1.494943147814709,5.567633278506223,3.396641579312898,7.3471852260283965,10.907286012909756,13.678492383530806,1.5061733146417122
IRL,2019-Q4,471420.3,194112,443380.5,632315.3,797670.7,4958471,0,0,0,0,0,0,0,2019,4,8080,6.248461798997873,3.2094418173246098,80.96137045584317,10.1408933941169,45.303160935523046,1.494943147814709,6.447808497935714,3.2614998324298705,124.703979776766,10.67291283428171,57.307390958032656,1.5061733146417122
IRL,2020-Q1,486732,183940.2,409861.9,686314.8,801240.6,5029875,0,0,0,0,0,0,0,2020,1,8081,8.492019724145017,-3.212753705616933,137.8299070817924,16.90580748161441,64.15880463168975,1.4297705824192877,8.863018753983965,-3.16169305227757,296.8146348075285,18.418890848020062,89.9494971405894,1.440040689962685
IRL,2020-Q2,465701.2,172698.2,93150.5,631952.1,436142.3,5029875,0,0,0,0,0,0,0,2020,2,8082,2.31004448854204,-10.713452424287697,-122.25249330606704,6.127557520790994,-40.278034879202806,1.4297705824192877,2.336932659966706,-10.159519236571644,-70.55143291880049,6.319186313933867,-33.154108899343015,1.440040689962685
IRL,2020-Q3,519836.6,189836.4,125324.6,679910.9,463155.3,5029875,0,0,0,0,0,0,0,2020,3,8083,11.272090976938642,-2.012262463202497,12.51480356324457,10.921732050785415,0.6496639267659532,1.4297705824192877,11.931949821498543,-1.9921515825645608,13.331621183156074,11.540472432522698,0.6517788202742514,1.440040689962685
IRL,2020-Q4,506376,189522.1,184287.1,751095.2,633430.1,5029875,0,0,0,0,0,0,0,2020,4,8084,7.152942355114611,-2.392967165223858,-87.79334502140355,17.214424589798583,-23.05462013530395,1.4297705824192877,7.4149755536619955,-2.3645627266732583,-58.43590324788753,18.78491632260044,-20.590025432800772,1.440040689962685
IRL,2021-Q1,556167.5,187238.7,103412.4,732144.7,468016.9,5074668,0,0,0,0,0,0,0,2021,1,8085,13.335584427465896,1.777356866182167,-137.7095396175596,6.464175742592637,-53.76568701200295,0.8865971160513908,14.265653378039666,1.793245848378988,-74.76896486353087,6.677679105856371,-41.58846918141691,0.8905390292999416
IRL,2021-Q2,571383.9,196683.7,103031.8,779898.9,502858.6,5074668,0,0,0,0,0,0,0,2021,2,8086,20.451708623971857,13.00512922507071,10.082121372426656,21.0350695762898,14.234045101318848,0.8865971160513908,22.69324193281015,13.888679789366654,10.607887236246729,23.411078149752186,15.296911122814729,0.8905390292999416
IRL,2021-Q3,587195.8,204467.1,97681.8,789248.1,516863.9,5074668,0,0,0,0,0,0,0,2021,3,8087,12.184379326076034,7.424443373449741,-24.919191429180643,14.911895991316904,10.971717132431458,0.8865971160513908,12.957764035852826,7.707004557608554,-22.056962479832375,16.081107098003567,11.596239965298905,0.8905390292999416
IRL,2021-Q4,576704.5,207626.2,183250.2,804187.7,629942.5,5074668,0,0,0,0,0,0,0,2021,4,8088,13.005052726615496,9.123370715369283,-0.564243548062926,6.830029159893236,-0.5521108910020445,0.8865971160513908,13.8885926663191,9.552500737381031,-0.5626546839143876,7.068677845365001,-0.5505895599214439,0.8905390292999416
